,xg_home_rolling_3,xg_away_rolling_3,elo_home_rolling_3,elo_away_rolling_3,elo_rolling_diff,xg_rolling_diff,goal_ratio_diff,ga_per_xGA_diff,gf_per_xG_diff,elo_diff_x_xg_diff,elo_diff_sq,goal_ratio_home_rolling_1,goal_ratio_away_rolling_1
17,1.5,0.9666667,1718.424113,1729.9159342,-11.4918213,0.5333333,1.1388889,-0.0376984,0.1198801,-6.1289713,132.061956,1.0,0.25
18,1.1,1.3666667,1545.6195068,1748.4102376,-202.7907308,-0.2666667,-0.0555556,-0.2587689,-0.2976435,54.0775282,41124.0804984,0.3333333,1.0
19,0.9333333,1.3666667,1626.1478678,1717.9910889,-91.843221,-0.4333333,-0.1825397,-0.1112106,0.5567581,39.7987291,8435.1772498,0.6666667,1.0
20,2.1666667,1.7333333,1824.271932,1700.255249,124.0166829,0.4333333,1.1388889,-0.1118293,0.2689128,53.7405626,15380.1376458,1.0,0.25
21,0.9,2.1666667,1722.821167,1689.1931966,33.6279704,-1.2666667,-0.5833333,0.372765,-0.1607143,-42.5954291,1130.840391,1.0,1.5
22,1.9666667,1.5,1806.2753499,1656.3258057,149.9495443,0.4666667,-0.5,-0.3406085,-0.9597567,69.976454,22484.8658258,4.0,1.5
23,1.2333333,1.0666667,1586.0620117,1762.1635335,-176.1015218,0.1666667,-0.3166667,0.5344531,0.8461538,-29.3502536,31011.7459685,1.0,3.0
24,1.1,2.3333333,1490.1475017,1944.9941813,-454.8466796,-1.2333333,-2.5,0.9772727,-0.2091019,560.9775715,206885.5019735,0.6666667,5.0
25,0.9333333,1.3333333,1612.4475911,1619.9802653,-7.5326742,-0.4,-1.1111111,0.015873,-0.0601019,3.0130697,56.7411801,0.6666667,1.0
26,1.2666667,1.4,1566.5371501,1623.0722249,-56.5350748,-0.1333333,-0.0722222,-0.4652722,-0.3149138,7.53801,3196.2146864,0.2,1.5
27,1.7333333,1.1333333,1614.1481527,1605.7342529,8.4138998,0.6,1.6111111,-0.0103691,0.471621,5.0483399,70.7937093,5.0,0.6666667
28,2.4,1.1333333,1942.4779053,1713.0170491,229.4608561,1.2666667,1.9444444,1.0919312,0.5783126,290.6504178,52652.2844974,1.3333333,0.25
29,1.5333333,2.1,1618.3221436,1817.5309245,-199.2087809,-0.5666667,-0.1666667,-0.7905983,0.0184754,112.8849758,39684.1383877,1.5,1.0
30,2.1333333,0.9666667,1661.2287598,1563.2069906,98.0217692,1.1666667,1.8666667,-0.4292158,1.7367424,114.3587307,9608.2672371,2.0,0.2
